"Key","Year","Site","Block","Point","SampleCode","Code","BlockType","RSFalconTube","BSFalconTube","FarmSite","Date","Initials","ArrivalTime","DepartureTime","ATTemp","DTTemp","PlantID","PlantHeight","TotalFlower","Buds","ImmatureFruit","MatureFruit","LeafNo","RSNitrateRead","RSNitriteRead","BSNitrateRead","BSNitriteRead","RSTinWeight","BSTinWeight","RSWetWeight","BSWetWeight","RSDryWeight","BSDryWeight","BD","FarmKey","orgFarmCode","FarmType","FocalCrop","soilOrder","soilSeries","soilType","Long","Lat","firstPolyYear","conversionYrs","MonoYears","PolyYears","FallowYears","MonoProp","PolyProp","FallowProp","pH","P","K","Ca","Mg","Zn","B","Mn","Cu","Pb","Al","Na","S","CEC","OM","Presence","Absence"
131,2018,"AS","N2","2","AS_N2_2","2018_AS_N2_2","N",9.942,10.096,"AS","6/10/18","GD","5:52","7:26",51.9,"64","eggplant","49.5","0","7","0","0","49","0","0",0,0,"0.522","0.515","9.943","10.006","9.286","9.521","","AE","AS","Monoculture","Eggplant","entisol","tujunga","loamy sand",-119.6136377,36.5934859,"","",15,0,0,1,0,0,7.26,44.66713881,105.3328612,726.7209632,88.83498584,4.624645892,0.288119688,7.04674221,0.470856941,0.80148017,2.335959632,33.36048159,13.94121813,4.631153944,0.925544751,"3","97"
132,2018,"AS","N2","3","AS_N2_3","2018_AS_N2_3","N",9.995,10.042,"AS","6/10/18","GD","5:52","7:26",51.9,"64","pepper","30","4","20","0","0","119","0","0",0,0,"0.523","0.513","10.203","10.082","9.537","9.377","","AE","AS","Monoculture","Eggplant","entisol","tujunga","loamy sand",-119.6136377,36.5934859,"","",15,0,0,1,0,0,7.13,43.9888424,151.9769874,751.9316597,92.83124128,5.233612273,0.258092748,6.509762901,0.827259414,0.921387727,2.659316597,27.66039052,9.884937238,4.90925806,0.927418215,"2","98"
133,2018,"AS","N1","Ex","AS_N1_Ex","2018_AS_N1_Ex","N",10.051,10.011,"AS","6/10/18","GD","5:52","7:26",51.9,"64","eggplant","66","2","6","4","0","129","0.5","0",0,0,"0.492","0.486","9.783","10.036","9.032","9.275","","AE","AS","Monoculture","Eggplant","entisol","tujunga","loamy sand",-119.6136377,36.5934859,"","",15,0,0,1,0,0,5.76,20.18828452,56.11227336,724.1073919,94.53974895,3.734309623,0.106945607,14.59205021,0.347315202,0.714253835,3.089609484,34.15620642,9.456066946,6.015142585,1.010159484,"",""
134,2018,"BE","F1","1","BE_F1_1","2018_BE_F1_1","F",10.013,10.003,"BE","6/15/18","GD","5:43","7:48",60.4,"74.4","zucchini","54","0","14","2","1","24","2","0.15",2,1,"0.515","0.522","10.126","10.02","10.028","9.909","","JV","BE","Monoculture","Squash","entisol","delhi","loamy sand",-119.773443,36.504164,"","",15,0,0,1,0,0,5.83,18.51351351,40.86824324,413.7094595,22.21959459,1.137243243,0.045097973,8.405405405,0.161621622,0.174560811,2.037915541,20.09121622,4.611486486,3.061097483,0.49567313,"13","76"
135,2018,"BE","F1","2","BE_F1_2","2018_BE_F1_2","F",10.156,10.094,"BE","6/15/18","GD","5:43","7:48",60.4,"74.4","zucchini","67","4","10","2","0","43","2","0.15",0.5,0.15,"0.518","0.52","10.159","10.072","10.036","9.963","","JV","BE","Monoculture","Squash","entisol","delhi","loamy sand",-119.773443,36.504164,"","",15,0,0,1,0,0,5.96,13.26322931,32.23202171,406.4552239,18.91451832,1.147581411,0.049460651,8.090230665,0.17531886,0.186841927,2.15816825,20.27476255,4.128222524,2.847267993,0.482326096,"0","100"
136,2018,"BE","F1","3","BE_F1_3","2018_BE_F1_3","F",10.144,10.043,"BE","6/15/18","GD","5:43","7:48",60.4,"74.4","zucchini","59","4","11","2","1","24","5","0.03",0.5,0.15,"0.523","0.522","10.033","10.037","9.922","9.911","","JV","BE","Monoculture","Squash","entisol","delhi","loamy sand",-119.773443,36.504164,"","",15,0,0,1,0,0,6.38,12.56775068,29.3597561,420.7892954,19.3597561,1.016886856,0.042991192,6.764905149,0.17979336,0.168987127,2.101226287,22.60840108,4.383468835,2.401721893,0.486545661,"2","52"
137,2018,"BE","F2","1","BE_F2_1","2018_BE_F2_1","F",10.235,10.067,"BE","6/15/18","GD","5:43","7:48",60.4,"74.4","zucchini","67","2","13","2","0","31","5","1",2,0.3,"0.527","0.515","10.061","10.064","9.942","9.925","","JV","BE","Monoculture","Squash","entisol","delhi","loamy sand",-119.773443,36.504164,"","",15,0,0,1,0,0,6.79,14.04341927,28.5651289,427.2930801,19.09090909,1.162917232,0.056204206,5.502035278,0.292421981,0.163904342,2.422656038,28.8568521,4.932157395,2.366004857,0.493332412,"19","81"
138,2018,"BE","F2","2","BE_F2_2","2018_BE_F2_2","F",10.03,10.028,"BE","6/15/18","GD","5:43","7:48",60.4,"74.4","zucchini","71","3","7","2","1","26","2","0.15",0.5,0.15,"0.52","0.523","10.025","10.064","9.896","9.888","","JV","BE","Monoculture","Squash","entisol","delhi","loamy sand",-119.773443,36.504164,"","",15,0,0,1,0,0,6.77,12.72538141,29.60471567,448.9285714,22.53120666,1.062642164,0.063148405,5.918862691,0.231165049,0.18973301,2.06220527,29.27531207,4.861303745,2.505040264,0.469875163,"23","77"
139,2018,"BE","F2","3","BE_F2_3","2018_BE_F2_3","F",10.023,10.057,"BE","6/15/18","GD","5:43","7:48",60.4,"74.4","zucchini","64","3","13","1","1","21","5","1",2,0.3,"0.524","0.519","10.059","10.049","9.902","9.884","","JV","BE","Monoculture","Squash","entisol","delhi","loamy sand",-119.773443,36.504164,"","",15,0,0,1,0,0,6.51,10.98790323,30.25201613,427.0362903,19.46572581,0.949294355,0.074186828,6.538978495,0.222083333,0.239230511,2.14499664,22.66465054,4.206989247,2.372107466,0.492820471,"11","60"
140,2018,"BE","N1","1","BE_N1_1","2018_BE_N1_1","N",9.975,10.053,"BE","6/15/18","GD","5:43","7:48",60.4,"74.4","zucchini","59","3","9","2","0","25","5","0.3",2,0.15,"0.521","0.523","10.029","10.016","9.983","9.835","","JV","BE","Monoculture","Squash","entisol","delhi","loamy sand",-119.773443,36.504164,"","",15,0,0,1,0,0,6.58,14.18205805,31.61279683,467.7770449,22.80013193,1.07671504,0.083842348,6.220316623,0.199439314,0.198980871,1.858413588,26.52044855,4.726253298,2.606622694,0.514017431,"2","47"
141,2018,"BE","N1","2","BE_N1_2","2018_BE_N1_2","N",9.93,10.008,"BE","6/15/18","GD","5:43","7:48",60.4,"74.4","zucchini","67","2","7","2","1","25","2","0.15",0.5,0,"0.519","0.512","9.945","10.157","9.874","10.006","","JV","BE","Monoculture","Squash","entisol","delhi","loamy sand",-119.773443,36.504164,"","",15,0,0,1,0,0,6.51,13.38315217,35.41440217,472.9313859,25.07133152,0.921922554,0.074966033,6.497961957,0.174147418,0.180057745,2.043536005,27.70720109,5.173233696,2.724733565,0.561751904,"12","76"
142,2018,"BE","N1","3","BE_N1_3","2018_BE_N1_3","N",10.041,10.037,"BE","6/15/18","GD","5:43","7:48",60.4,"74.4","zucchini","59","2","9","2","1","29","2","0",0.5,0,"0.521","0.52","10.053","10.049","9.982","9.954","","JV","BE","Monoculture","Squash","entisol","delhi","loamy sand",-119.773443,36.504164,"","",15,0,0,1,0,0,5.98,14.02097902,41.81818182,485.7867133,27.29020979,0.908451049,0.078101399,8.181818182,0.229395105,0.218248252,2.081045455,22.79370629,5.024475524,3.337095682,0.60908637,"18","82"
143,2018,"BE","N2","1","BE_N2_1","2018_BE_N2_1","N",10.248,10.004,"BE","6/15/18","GD","5:43","7:48",60.4,"74.4","zucchini","62","1","10","2","0","22","5","0",2,0,"0.521","0.516","10.029","9.945","9.882","9.236","","JV","BE","Monoculture","Squash","entisol","delhi","loamy sand",-119.773443,36.504164,"","",15,0,0,1,0,0,6.1,11.04417671,38.58433735,447.1117805,21.70013387,0.887563588,0.07642905,8.269745649,0.158222892,0.192148594,1.90647925,24.62851406,4.869477912,3.089630022,0.62278185,"24","76"
144,2018,"BE","N2","2","BE_N2_2","2018_BE_N2_2","N",9.961,10.029,"BE","6/15/18","GD","5:43","7:48",60.4,"74.4","zucchini","54","2","11","2","1","28","5","0.15",2,0.3,"0.52","0.517","10.061","10.093","9.856","9.904","","JV","BE","Monoculture","Squash","entisol","delhi","loamy sand",-119.773443,36.504164,"","",15,0,0,1,0,0,6.51,14.12894376,38.1138546,507.9458162,24.04320988,0.886604938,0.086526063,6.656378601,0.173717421,0.204917695,1.814152949,24.25925926,5.082304527,2.834282461,0.593361765,"26","74"
145,2018,"BE","N2","3","BE_N2_3","2018_BE_N2_3","N",10.142,10.018,"BE","6/15/18","GD","5:43","7:48",60.4,"74.4","zucchini","42","2","10","2","1","26","5","1",0.5,0,"0.526","0.518","10.064","9.96","9.88","9.814","","JV","BE","Monoculture","Squash","entisol","delhi","loamy sand",-119.773443,36.504164,"","",15,0,0,1,0,0,6.66,13.08567604,35.66934404,513.1157965,22.61378849,0.887901606,0.09397925,6.425702811,0.148567604,0.182148594,1.799655288,28.64123159,5.478580991,2.842163848,0.599025035,"9","50"
146,2018,"CF","F1","1","CF_F1_1","2018_CF_F1_1","F",9.896,10.172,"CF","5/25/18","GD","7:36","",58.8,"59.2","eggplant","40","0","3","0","0","16","5","0",2,0,"0.519","0.486","10.006","9.991","9.453","9.467","","CF","CF","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.6050004,36.7243298,"2011","7",0,8,8,0,0.533,0.47,8.09,43.73319892,100.3360215,650.9475806,244.9294355,1.528020833,0.252429435,8.135080645,0.46375336,0.407560484,2.932802419,52.75201613,25.26209677,5.518970093,0.847705349,"8","92"
147,2018,"CF","F1","2.00","CF_F1_2","2018_CF_F1_2","F",9.901,9.952,"CF","5/25/18","GD","7:36","",58.8,"59.2","eggplant","36","2","9","0","0","12","5","0",0.5,0,"0.522","0.51","9.984","10.178","9.42","9.567","","CF","CF","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.6050004,36.7243298,"2011","7",0,8,8,0,0.533,0.47,7.76,27.54755435,64.76222826,634.6297554,216.5115489,1.265305707,0.162228261,7.418478261,0.177900815,0.330013587,2.421779891,43.38994565,21.02241848,5.113465902,0.809396215,"14","86"
148,2018,"CF","F1","3","CF_F1_3","2018_CF_F1_3","F",910.361,9.947,"CF","5/25/18","GD","7:36","",58.8,"59.2","eggplant","42","1","10","0","0","17","10","0",0.5,0,"0.507","0.501","10.053","10.16","9.149","9.562","","CF","CF","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.6050004,36.7243298,"2011","7",0,8,8,0,0.533,0.47,7.65,22.84422809,48.37969402,650.337274,219.9860918,1.549735744,0.161171766,7.385257302,0.175462448,0.431303894,2.530438108,54.20027816,32.00973574,5.17858429,0.751524521,"15","85"
149,2018,"CF","F2","1","CF_F2_1","2018_CF_F2_1","F",10.064,10.042,"CF","5/25/18","GD","7:36","",58.8,"59.2","eggplant","45","1","15","0","0","23","5","0",0.5,0,"0.518","0.527","9.978","10.143","9.132","9.62","","CF","CF","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.6050004,36.7243298,"2011","7",0,8,8,0,0.533,0.47,7.91,28.97727273,78.97017045,727.7840909,242.240767,1.400287642,0.250589489,8.107244318,0.239964489,0.497794744,2.783096591,36.94957386,20.23082386,5.826470258,0.79006443,"0","100"
150,2018,"CF","F2","2","CF_F2_2","2018_CF_F2_2","F",9.895,9.874,"CF","5/25/18","GD","7:36","",58.8,"59.2","eggplant","45","1","10","0","0","18","2","0",0.5,0,"0.521","0.515","9.833","10.064","9.392","9.496","","CF","CF","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.6050004,36.7243298,"2011","7",0,8,8,0,0.533,0.47,8.04,17.58741259,58.1048951,644.7867133,225.8496503,1.391230769,0.206594406,6.839160839,0.191146853,0.424248252,2.990730769,38.95804196,14.82867133,5.223766078,0.776168589,"0","44"
151,2018,"CF","F2","3","CF_F2_3","2018_CF_F2_3","F",9.926,9.901,"CF","5/25/18","GD","7:36","",58.8,"59.2","eggplant","40","1","8","0","0","13","2","0",0.5,0,"0.518","0.508","10.004","9.99","9.363","9.99","","CF","CF","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.6050004,36.7243298,"2011","7",0,8,8,0,0.533,0.47,8.02,13.65223464,43.22625698,632.3428771,218.097067,1.325981145,0.158949022,5.803072626,0.207744413,0.354748603,3.296791201,48.33798883,18.93505587,5.05994835,0.689556714,"2","98"
152,2018,"CF","N1","1.00","CF_N1_1","2018_CF_N1_1","N",9.82,9.973,"CF","5/25/18","GD","7:36","",58.8,"59.2","eggplant","42","3","8","0","0","60","2","0",2,0,"0.519","0.522","9.895","10.114","9.523","9.668","","CF","CF","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.6050004,36.7243298,"2011","7",0,8,8,0,0.533,0.47,8.03,15.60332871,65.41608877,715.3987517,215.2323162,1.237978502,0.199996533,6.525658807,0.202028433,0.414563107,3.284538835,26.51872399,11.64008322,5.508497647,0.689931579,"3","47"
153,2018,"CF","N1","2","CF_N1_2","2018_CF_N1_2","N",9.823,10.009,"CF","5/25/18","GD","7:36","",58.8,"59.2","squash","48","4","13","0","0","27","5","0",0.5,0,"0.522","0.517","9.931","10.207","9.528","9.568","","CF","CF","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.6050004,36.7243298,"2011","7",0,8,8,0,0.533,0.47,7.85,21.60786974,69.90162822,611.6519674,211.0379919,1.243629579,0.201841927,6.760515604,0.164097693,0.325135685,3.377449118,29.82360923,13.15468114,4.966855985,0.712626091,"3","31"
154,2018,"CF","N1","3","CF_N1_3","2018_CF_N1_3","N",10.005,10.02,"CF","5/25/18","GD","7:36","",58.8,"59.2","cucumber","94","0","10","0","0","31","2","0",0.5,0,"0.504","0.506","9.825","9.906","9.524","9.506","","CF","CF","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.6050004,36.7243298,"2011","7",0,8,8,0,0.533,0.47,7.85,27.5273224,51.57103825,667.8825137,197.4965847,1.129757514,0.182349727,6.431010929,0.141390027,0.331939891,4.170081967,24.83948087,11.36953552,5.090132272,0.705970814,"0","83"
155,2018,"CF","N2","1","CF_N2_1","2018_CF_N2_1","N",10.006,10.129,"CF","5/25/18","GD","7:36","",58.8,"59.2","moup","58","4","20","1","0","38","2","0",2,0,"0.523","0.506","9.95","10.171","9.472","9.511","","CF","CF","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.6050004,36.7243298,"2011","7",0,8,8,0,0.533,0.47,8.18,44.83262108,76.69871795,753.7321937,234.1880342,1.565833333,0.327731481,8.963675214,0.206207265,0.389736467,3.337336182,29.50854701,13.20512821,5.884395423,0.826087586,"0","28"
156,2018,"CF","N2","2","CF_N2_2","2018_CF_N2_2","N",10.001,10.016,"CF","5/25/18","GD","7:36","",58.8,"59.2","cucumber","70","0","15","0","0","24","5","0",2,0,"0.521","0.524","10.007","9.938","9.604","9.475","","CF","CF","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.6050004,36.7243298,"2011","7",0,8,8,0,0.533,0.47,7.64,25.84033613,54.61484594,572.0273109,187.8536415,1.524681373,0.139145658,6.067927171,0.219653361,0.348911064,3.296495098,22.75560224,9.593837535,4.539600414,0.625785845,"8","92"
157,2018,"CF","N2","3","CF_N2_3","2018_CF_N2_3","N",10.056,9.992,"CF","5/25/18","GD","7:36","",58.8,"59.2","melon","48","0","11","0","0","20","2","0",0.5,0,"0.524","0.518","10.167","10.08","9.709","9.616","","CF","CF","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.6050004,36.7243298,"2011","7",0,8,8,0,0.533,0.47,7.81,30.02915452,47.31413994,585.8418367,188.7281341,1.711643586,0.133061224,5.68148688,0.16680758,0.300036443,3.119092566,18.92492711,8.89212828,4.597169133,0.708125415,"4","82"
158,2018,"DF","F1","1","DF_F1_1","2018_DF_F1_1","F",10.146,9.956,"DF","6/16/18","MM","5:36","8:10",60.6,"64.4","zucchini","59","1","2","0","0","36","0.5","0",0,0,"0.493","0.522","9.867","9.911","9.017","9.529","","DF","DF","Polyculture","Squash","inceptisol","hesperia","fine sandy loam",-119.72625,36.62041667,"2012","6",8,7,7,0.533,0.467,0,7.92,25.98110465,65.3125,1025.824855,119.0043605,1.415650436,0.385199855,4.400436047,0.753477471,0.381831395,2.744607558,72.2056686,16.34084302,6.271609493,1.142518869,"7","76"
159,2018,"DF","F1","2","DF_F1_2","2018_DF_F1_2","F",10.103,10.122,"DF","6/16/18","MM","5:36","8:10",60.6,"64.4","zucchini","72","2","11","1","0","55","2","0",0.5,0,"0.482","0.507","10.019","10.019","9.44","9.308","","DF","DF","Polyculture","Squash","inceptisol","hesperia","fine sandy loam",-119.72625,36.62041667,"2012","6",8,7,7,0.533,0.467,0,7.88,26.16017964,69.82035928,1055.138473,121.4034431,1.256886228,0.387709581,5.849550898,0.465228293,0.375980539,2.857713323,112.9827844,28.80988024,6.449371249,1.178352767,"8","92"
160,2018,"DF","F1","3","DF_F1_3","2018_DF_F1_3","F",10.072,9.929,"DF","6/16/18","MM","5:36","8:10",60.6,"64.4","zucchini","63","0","7","1","1","34","0.5","0",0.5,0,"0.497","0.532","10.03","10.042","9.578","9.118","","DF","DF","Polyculture","Squash","inceptisol","hesperia","fine sandy loam",-119.72625,36.62041667,"2012","6",8,7,7,0.533,0.467,0,7.74,35.20179372,89.80941704,1090.369955,126.9843049,1.231479821,0.484424514,6.109865471,0.463650972,0.370784753,2.806961883,114.1554559,50.07100149,6.722396338,1.208769624,"22","73"
161,2018,"DF","F2","1","DF_F2_1","2018_DF_F2_1","F",10.135,9.852,"DF","6/16/18","MM","5:36","8:10",60.6,"64.4","squash","77","3","8","2","1","75","0","0",0,0,"0.495","0.52","10.166","10.116","8.686","9.534","","DF","DF","Polyculture","Squash","inceptisol","hesperia","fine sandy loam",-119.72625,36.62041667,"2012","6",8,7,7,0.533,0.467,0,7.97,22.37426036,66.15384615,1142.707101,140.6360947,1.325129438,0.351364645,3.727810651,0.40239645,0.38977071,2.418014053,60.5510355,13.76109467,7.0354818,1.137463338,"6","62"
162,2018,"DF","F2","2.00","DF_F2_2","2018_DF_F2_2","F",10.093,10.175,"DF","6/16/18","MM","5:36","8:10",60.6,"64.4","squash","27","1","4","3","0","42","0","0",0,0,"0.5","0.531","10.12","10.188","9.093","9.357","","DF","DF","Polyculture","Squash","inceptisol","hesperia","fine sandy loam",-119.72625,36.62041667,"2012","6",8,7,7,0.533,0.467,0,7.8,28.26246334,71.33064516,906.6752199,110.8431085,1.50880132,0.29148827,6.022727273,0.38066349,0.287573314,2.575967742,44.60043988,12.84824047,5.624357487,1.223817369,"9","65"
163,2018,"DF","F2","3.00","DF_F2_3","2018_DF_F2_3","F",10.027,9.835,"DF","6/16/18","MM","5:36","8:10",60.6,"64.4","squash","99","3","12","3","1","81","0.5","0",2,0,"0.493","0.516","10.967","10.083","9.521","9.319","","DF","DF","Polyculture","Squash","inceptisol","hesperia","fine sandy loam",-119.72625,36.62041667,"2012","6",8,7,7,0.533,0.467,0,7.95,29.7979798,79.37229437,903.4451659,110.2417027,1.0675,0.325649351,4.765512266,0.349895382,0.268751804,2.297045455,79.48051948,20.03607504,5.623844539,1.125042559,"5","79"
164,2018,"DF","N1","1","DF_N1_1","2018_DF_N1_1","N",10.008,9.986,"DF","6/16/18","MM","5:36","8:10",60.6,"64.4","chard","44","0","0","0","0","29","0.5","0",0.5,0,"0.496","0.515","10.133","9.954","9.627","9.394","","DF","DF","Polyculture","Squash","inceptisol","hesperia","fine sandy loam",-119.72625,36.62041667,"2012","6",8,7,7,0.533,0.467,0,7.91,30.2533532,99.90312966,1037.134873,119.7280179,1.021158718,0.442086438,5.722801788,0.427600596,0.304459762,2.322309985,66.609538,37.01937407,6.422558288,1.182267536,"9","91"
165,2018,"DF","N1","2","DF_N1_2","2018_DF_N1_2","N",9.929,10.162,"DF","6/16/18","MM","5:36","8:10",60.6,"64.4","eggplant","55","0","7","0","0","144","10","0.15",2,0,"0.497","0.523","10.029","10.021","9.349","9.062","","DF","DF","Polyculture","Squash","inceptisol","hesperia","fine sandy loam",-119.72625,36.62041667,"2012","6",8,7,7,0.533,0.467,0,7.29,61.63405797,115.8949275,1074.315217,129.0253623,0.890376812,0.374148551,5.634057971,0.336630435,0.289434783,2.918934783,121.6195652,39.37681159,6.725567488,1.212182506,"17","83"
166,2018,"DF","N1","3","DF_N1_3","2018_DF_N1_3","N",9.998,10.049,"DF","6/16/18","MM","5:36","8:10",60.6,"64.4","pepper","48","3","42","14","4","202","5","0",5,0,"0.5","0.52","9.953","9.924","9.25","9.159","","DF","DF","Polyculture","Squash","inceptisol","hesperia","fine sandy loam",-119.72625,36.62041667,"2012","6",8,7,7,0.533,0.467,0,8.14,42.97018349,142.9587156,1137.152141,141.0818043,1.227656728,0.53726682,6.357033639,0.424533639,0.32199159,2.298635321,123.7079511,33.50535168,7.207792249,1.219132923,"12","88"
167,2018,"DF","N2","1","DF_N2_1","2018_DF_N2_1","N",10.123,10.182,"DF","6/16/18","MM","5:36","8:10",60.6,"64.4","eggplant","56","0","5","0","0","183",">50",">10",0.5,0,"0.494","0.495","9.995","10.082","9.45","9.129","","DF","DF","Polyculture","Squash","inceptisol","hesperia","fine sandy loam",-119.72625,36.62041667,"2012","6",8,7,7,0.533,0.467,0,6.7,73.16931983,352.5723589,921.1287988,121.6606368,1.018473227,0.459196816,27.82199711,0.476827062,0.323379161,2.105705499,70.73806078,57.01881331,6.504581916,1.316120255,"2","52"
