"Key","Year","Site","Block","Point","SampleCode","Code","BlockType","RSFalconTube","BSFalconTube","FarmSite","Date","Initials","ArrivalTime","DepartureTime","ATTemp","DTTemp","PlantID","PlantHeight","TotalFlower","Buds","ImmatureFruit","MatureFruit","LeafNo","RSNitrateRead","RSNitriteRead","BSNitrateRead","BSNitriteRead","RSTinWeight","BSTinWeight","RSWetWeight","BSWetWeight","RSDryWeight","BSDryWeight","BD","FarmKey","orgFarmCode","FarmType","FocalCrop","soilOrder","soilSeries","soilType","Long","Lat","firstPolyYear","conversionYrs","MonoYears","PolyYears","FallowYears","MonoProp","PolyProp","FallowProp","pH","P","K","Ca","Mg","Zn","B","Mn","Cu","Pb","Al","Na","S","CEC","OM","Presence","Absence"
11,2017,"BE","N2","2","BE_N2_2","2017_BE_N2_2","N","10.259","9.952","BE","10/14/17","CD","","","74.5","","EGGPLANT","157","11","36","38","70","230","0","0","0","0","0.496","0.488","10.244","10.109","","",1.455,"BE","BE","Polyculture","Eggplant","alifisol","san joaquin","loam",-119.612459,36.7401971,"2005","12",2,13,13,0.133,0.867,0,8.22,20.76086957,70.57608696,1777.336957,430.615942,1.158644928,0.466021739,5.652173913,0.109521739,0.406978261,3.673913043,47.0615942,19.97101449,12.59682515,1.026606731,"16","84"
12,2017,"BE","N2","3","BE_N2_3","2017_BE_N2_3","N","10.491","10.198","BE","10/14/17","CD","","","74.5","","INDIANBEAN","136","59","69","45","108","181","2","0","2","0","0.475","0.488","9.997","10.047","","",1.455,"BE","BE","Polyculture","Eggplant","alifisol","san joaquin","loam",-119.612459,36.7401971,"2005","12",2,13,13,0.133,0.867,0,8.17,33.54792561,138.0972818,1591.605866,403.5622318,0.914331187,0.543186695,5.912017167,0.120608011,0.380329041,2.218912732,42.70386266,24.99642346,11.61910645,1.118352945,"47","0"
13,2017,"FO","F1","1","FO_F1_1","2017_FO_F1_1","F","10.219","9.902","FO","9/30/17","LH/AG","8:30A","2:05P","69.1","88.7","EGGPLANT","104","14","7","8","12","211","0.5","0","0","0","0.498","0.489","10.034","9.86","9.45","9.461",1.33,"FO","FO","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.626867,36.7659621,"2002","15",0,15,15,0,1,0,7.52,55.22483221,69.40939597,896.6342282,322.3288591,0.963241611,0.084573826,7.872483221,0.057912752,0.169332215,4.305369128,36.53691275,6.466442953,7.302728606,0.995777573,"8","92"
14,2017,"FO","F1","2","FO_F1_2","2017_FO_F1_2","F","10.696","9.605","FO","9/30/17","LH/AG","8:30A","2:05P","69.1","88.7","EGGPLANT","91","23","16","14","4","512","0.5","0","0","0","","4.9","10.469","10.435","9.33","9.924",1.33,"FO","FO","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.626867,36.7659621,"2002","15",0,15,15,0,1,0,7.68,45.69345661,72.33285917,848.7660028,304.3172119,1.999480797,0.071859886,7.290184922,0.604125178,0.194128734,4.573257468,35.25604552,5.597439545,6.923227916,0.849133419,"6","37"
15,2017,"FO","F1","3","FO_F1_3","2017_FO_F1_3","F","9.991","9.856","FO","9/30/17","LH/AG","8:30A","2:05P","69.1","88.7","EGGPLANT","98","19","13","11","4","226","2","0","0.5","0","0.498","0.49","10.139","10.04","9.66","9.399",1.33,"FO","FO","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.626867,36.7659621,"2002","15",0,15,15,0,1,0,7.7,34.84011628,70.30523256,803.372093,300.4324128,3.116271802,0.063008721,6.282703488,0.162768895,0.165599564,4.807412791,35.9375,5.908430233,6.659230005,0.82440866,"15","85"
16,2017,"FO","F2","1","FO_F2_1","2017_FO_F2_1","F","10.141","10.34","FO","9/30/17","LH/AG","8:30A","2:05P","69.1","88.7","EGGPLANT","92","7","3","10","3","273","0.5","0","0.5","0","0.498","0.495","9.985","9.771","9.36","9.27",1.33,"FO","FO","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.626867,36.7659621,"2002","15",0,15,15,0,1,0,7.81,48.98782344,79.58523592,874.6423135,319.4406393,2.126959665,0.090882801,7.054794521,0.093215373,0.155003805,5.133181126,41.37366819,8.135464231,7.195120266,0.927432733,"14","87"
17,2017,"FO","F2","2","FO_F2_2","2017_FO_F2_2","F","10.401","9.986","FO","9/30/17","LH/AG","8:30A","2:05P","69.1","88.7","EGGPLANT","111","10","16","12","14","289","2","0","2","0","0.497","0.497","9.915","9.817","9.309","9.218",1.33,"FO","FO","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.626867,36.7659621,"2002","15",0,15,15,0,1,0,7.66,44.01515152,76.15079365,872.6911977,327.5252525,1.157150072,0.088737374,6.958874459,0.121630592,0.176756854,5.126262626,34.97113997,6.666666667,7.242848269,0.955310402,"21","79"
18,2017,"FO","F2","3","FO_F2_3","2017_FO_F2_3","F","9.903","10.181","FO","9/30/17","LH/AG","8:30A","2:05P","69.1","88.7","EGGPLANT","97","15","15","6","5","243","0.5","0","0.5","0","0.498","0.492","10.04","10.099","10.01","9.474",1.33,"FO","FO","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.626867,36.7659621,"2002","15",0,15,15,0,1,0,7.9,42.769179,68.60026918,866.7193809,321.4502019,2.443637281,0.10006393,6.258411844,0.05551144,0.144586137,4.909152086,41.8371467,6.6487214,7.143882884,0.970193352,"16","84"
19,2017,"FO","N1","1","FO_N1_1","2017_FO_N1_1","N","10.136","10.546","FO","9/30/17","LH/AG","8:30A","2:05P","69.1","88.7","BITTERMELON","","0","30","0","17","227","2","0","0.5","0","0.49","9.843","9.706","8.77","9.293","9.24",1.55,"FO","FO","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.626867,36.7659621,"2002","15",0,15,15,0,1,0,7.63,35.50569801,69.93589744,848.6930199,328.8034188,2.274287749,0.064059829,7.546296296,0.04789886,0.140990028,5.117521368,40.67663818,6.136039886,7.117439278,1.013146613,"16","84"
20,2017,"FO","N1","2","FO_N1_2","2017_FO_N1_2","N","10.47","9.975","FO","9/30/17","LH/AG","8:30A","2:05P","69.1","88.7","SINQUA","","7","11","2","0","132","0","0","0.5","0","0.497","0.489","10.262","10.299","9.927","9.224",1.55,"FO","FO","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.626867,36.7659621,"2002","15",0,15,15,0,1,0,7.31,42.07317073,77.22740316,912.2883788,339.2969871,1.902245337,0.050925395,9.609038737,0.094515782,0.168167145,5.946915352,40.96126255,7.069583931,7.540077279,0.963643041,"9","91"
21,2017,"FO","N1","3","FO_N1_3","2017_FO_N1_3","N","9.445","9.463","FO","9/30/17","LH/AG","8:30A","2:05P","69.1","88.7","KOMBOCHA","21","3","6","0","2","93","0","0","0","0","0.496","0.487","9.517","10.317","8.94","9.23",1.55,"FO","FO","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.626867,36.7659621,"2002","15",0,15,15,0,1,0,7.16,24.2781155,61.98708207,847.4354103,355.3419453,0.788358663,0.030338146,12.04787234,0.086120821,0.167036474,6.382978723,60.9156535,6.819908815,7.308350684,1.071519815,"5","33"
22,2017,"FO","N2","1","FO_N2_1","2017_FO_N2_1","N","10.401","10.219","FO","9/30/17","LH/AG","8:30A","2:05P","69.1","88.7","SINQUA","","11","23","4","0","168","0","0","","","0.496","0.497","9.912","10.041","9.15","9.47",1.55,"FO","FO","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.626867,36.7659621,"2002","15",0,15,15,0,1,0,7.51,38.20844687,70.6846049,940.2690736,362.1219346,1.093314033,0.048007493,8.596730245,0.044758174,0.140752725,6.290871935,39.11784741,6.011580381,7.850336987,1.067689294,"13","50"
23,2017,"FO","N2","2","FO_N2_2","2017_FO_N2_2","N","10.12","10.484","FO","9/30/17","LH/AG","8:30A","2:05P","69.1","88.7","KOMBOCHA","19","5","15","0","4","119","2","0","2","0","","0.496","","9.744","","9.053",1.55,"FO","FO","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.626867,36.7659621,"2002","15",0,15,15,0,1,0,7.2,31.34863702,64.42969871,883.4648494,378.2711621,0.581086801,0.06142396,11.82209469,0.052571736,0.21188307,6.531563845,61.18364419,7.69010043,7.682689381,1.125783102,"21","79"
24,2017,"FO","N2","3","FO_N2_3","2017_FO_N2_3","N","10.723","10.045","FO","9/30/17","LH/AG","8:30A","2:05P","69.1","88.7","CHILIPEPPERS","102","0","9","2","18","236","0.5","0","0.5","0","0.497","0.499","9.907","10.099","9.499","9.52",1.55,"FO","FO","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.626867,36.7659621,"2002","15",0,15,15,0,1,0,7.96,35.76589595,80.57803468,994.8735549,389.8699422,1.258193642,0.190906792,8.901734104,0.050559971,0.23546604,6.582369942,37.3699422,7.088150289,8.376104969,1.071720593,"23","77"
25,2017,"DI","F1","1","DI_F1_1","2017_DI_F1_1","F","10.159","10.202","DI","10/7/17","CD","9:53A","11:40A","75","78","EGGPLANT","67","4","0","4","1","122","0","0","0","0","0.49","0.494","10.48","10.071","","",1.54,"DI","DI","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.567744,36.6764591,"2011","6",8,7,7,0.533,0.467,0,6.8,12.03571429,160.7785714,728.9035714,247.6035714,1.018996429,0.076692857,16.05714286,0.252578571,0.360639286,6.228571429,34.35714286,21.56071429,6.66277372,1.195688539,"5","84"
26,2017,"DI","F1","2","DI_F1_2","2017_DI_F1_2","F","9.815","10.074","DI","10/7/17","CD","9:53A","11:40A","75","78","EGGPLANT","51","0","5","4","1","91","0","0","0","0","0.485","0.49","9.866","10.391","","",1.54,"DI","DI","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.567744,36.6764591,"2011","6",8,7,7,0.533,0.467,0,7.16,11.56111929,133.3468336,815.5191458,248.7371134,0.951329161,0.092581001,27.62518409,0.275972018,0.448862297,5.960972018,24.69808542,7.65832106,6.457465022,1.103125276,"12","88"
27,2017,"DI","F1","3","DI_F1_3","2017_DI_F1_3","F","10.52","10.143","DI","10/7/17","CD","9:53A","11:40A","75","78","EGGPLANT","48","2","3","1","4","120","0","0","0","0","0.481","0.492","10.175","10.178","","",1.54,"DI","DI","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.567744,36.6764591,"2011","6",8,7,7,0.533,0.467,0,7.26,17.08144796,111.0180995,852.3793363,218.2202112,1.26428733,0.116368778,24.27978884,0.422963801,0.53933635,5.20361991,30.68250377,8.310708899,6.334520696,1.143350232,"3","87"
28,2017,"DI","F2","1","DI_F2_1","2017_DI_F2_1","F","9.512","10.034","DI","10/7/17","CD","9:53A","11:40A","75","78","EGGPLANT","57","6","3","1","5","117","0","0","0","0","0.498","0.496","9.908","10.28","","",1.54,"DI","DI","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.567744,36.6764591,"2011","6",8,7,7,0.533,0.467,0,7.35,15.62054208,109.3188302,796.7617689,238.6626248,1.028776748,0.104864479,33.65192582,0.323252496,0.497999287,5.10342368,58.63766049,11.01640514,6.219647669,1.182527671,"",""
29,2017,"DI","F2","2","DI_F2_2","2017_DI_F2_2","F","10.07","10.061","DI","10/7/17","CD","9:53A","11:40A","75","78","EGGPLANT","56","1","0","6","5","126","0.5","0","0","0","0.495","0.487","10.05","9.944","","",1.54,"DI","DI","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.567744,36.6764591,"2011","6",8,7,7,0.533,0.467,0,7.02,11.1516035,110.4737609,704.0087464,209.2565598,1.047860787,0.071341108,37.17930029,0.324176385,0.466075073,6.038629738,27.55102041,5.379008746,5.517803023,1.003212106,"1","99"
30,2017,"DI","F2","3","DI_F2_3","2017_DI_F2_3","F","9.403","9.942","DI","10/7/17","CD","9:53A","11:40A","75","78","EGGPLANT","61","3","2","1","0","123","0.5","0.15","0","0","0.498","0.487","9.715","10.08","","",1.54,"DI","DI","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.567744,36.6764591,"2011","6",8,7,7,0.533,0.467,0,6.96,9.225759768,93.49855282,707.5434153,210.0289436,1.183712012,0.064739508,35.01447178,0.406309696,0.516027496,6.139652677,25.63675832,6.657018813,5.690772528,1.072832775,"4","96"
31,2017,"DI","N1","1","DI_N1_1","2017_DI_N1_1","N","10.286","10.05","DI","10/7/17","CD","9:53A","11:40A","75","78","EGGPLANT","57","2","3","2","2","170","0","0","0","0","0.495","0.49","9.78","10.003","","",1.515,"DI","DI","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.567744,36.6764591,"2011","6",8,7,7,0.533,0.467,0,6.43,13.26754386,94.69298246,719.6783626,221.3559942,1.364221491,0.054320175,53.34795322,0.379258041,0.577394006,9.115497076,43.2127193,9.064327485,7.387906748,1.110995124,"24","76"
32,2017,"DI","N1","2","DI_N1_2","2017_DI_N1_2","N","9.766","9.955","DI","10/7/17","CD","9:53A","11:40A","75","78","BITTERMELON","150","0","1","2","0","193","10","0","0.5","0","0.496","0.483","10.032","9.923","","",1.515,"DI","DI","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.567744,36.6764591,"2011","6",8,7,7,0.533,0.467,0,5.75,12.13592233,175.4813916,826.9417476,240.5218447,1.420141586,0.051330906,23.33333333,0.552588997,0.30211165,5.465210356,21.13268608,65.28317152,8.544700781,1.146726555,"",""
33,2017,"DI","N1","3","DI_N1_3","2017_DI_N1_3","N","9.781","10.101","DI","10/7/17","CD","9:53A","11:40A","75","78","EGGPLANT","193","16","12","0","0","301","0","0","0.5","0","0.489","0.491","9.6","9.969","","",1.515,"DI","DI","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.567744,36.6764591,"2011","6",8,7,7,0.533,0.467,0,6.89,6.526548673,124.3178466,788.6504425,234.9188791,2.308731563,0.031906342,34.1039823,0.450011062,0.487168142,6.017699115,30.50516224,15.01106195,6.250765252,1.215994319,"9","91"
34,2017,"DI","N2","1","DI_N2_1","2017_DI_N2_1","N","9.602","10.266","DI","10/7/17","CD","9:53A","11:40A","75","78","EGGPLANT","193","0","6","4","1","207","20","0","0","0","0.493","0.496","9.701","9.915","","",1.515,"DI","DI","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.567744,36.6764591,"2011","6",8,7,7,0.533,0.467,0,5.49,7.700276243,209.0435083,807.0027624,247.2790055,2.045075967,0.059986188,19.22651934,0.501467541,0.343031768,5.328038674,27.79696133,52.3929558,9.356509035,1.265027556,"49","51"
35,2017,"DI","N2","2","DI_N2_2","2017_DI_N2_2","N","9.79","10.075","DI","10/7/17","CD","9:53A","11:40A","75","78","EGGPLANT","190","40","30","0","0","325","0","0","0","0","0.495","0.486","9.67","10.113","","",1.515,"DI","DI","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.567744,36.6764591,"2011","6",8,7,7,0.533,0.467,0,6.7,7.971753058,104.582848,868.4769948,258.175597,1.470646476,0.105973355,11.74650553,0.282924432,0.320362551,5.157979033,54.20428072,22.64123471,7.303573706,1.159135267,"1","25"
36,2017,"DI","N2","3","DI_N2_3","2017_DI_N2_3","N","10.182","10.484","DI","10/7/17","CD","9:53A","11:40A","75","78","TOMATO","200","56","70","0","2","390","0","0","0","0","0.488","0.488","10.095","9.929","","",1.515,"DI","DI","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.567744,36.6764591,"2011","6",8,7,7,0.533,0.467,0,6.6,8.497536946,121.0303777,866.498358,257.1182266,2.204125616,0.053156814,11.11658456,0.495377668,0.288530378,5.26272578,41.04679803,27.68472906,7.327078845,1.190106423,"",""
37,2017,"KY","F1","1","KY_F1_1","2017_KY_F1_1","F","9.819","9.95","KY","10/8/17","CD","8:07A","10:10A","58.8","77.8","EGGPLANT","63","15","0","2","0","190","0.5","0","5","0.15","0.494","0.486","9.586","10.119","","",1.435,"KY","KY","Polyculture","Eggplant","alifisol","ramona","sandy loam",-119.616133,36.7092261,"2002","15",0,15,15,0,1,0,7.52,30.69407008,53.32210243,768.7061995,151.6138814,1.134457547,1.058392857,12.06199461,0.153608491,0.441765499,4.471024259,33.2648248,7.661725067,5.222641394,0.632989947,"6","94"
38,2017,"KY","F1","2","KY_F1_2","2017_KY_F1_2","F","9.538","10.091","KY","10/8/17","CD","8:07A","10:10A","58.8","77.8","EGGPLANT","76","31","40","26","10","330","0.5","0","5","0.15","0.492","0.488","9.953","10.289","","",1.435,"KY","KY","Polyculture","Eggplant","alifisol","ramona","sandy loam",-119.616133,36.7092261,"2002","15",0,15,15,0,1,0,7.34,29.08366534,53.20717131,692.9847278,190.9727756,0.785846614,0.087144754,8.499335989,0.094641434,0.336334661,3.705179283,36.81938911,8.901062417,5.16635398,0.689211296,"23","77"
39,2017,"KY","F1","3","KY_F1_3","2017_KY_F1_3","F","10.097","10.168","KY","10/8/17","CD","8:07A","10:10A","58.8","77.8","EGGPLANT","83","20","7","13","0","127","0.5","0","5","0.15","0.486","0.497","9.309","9.992","","",1.435,"KY","KY","Polyculture","Eggplant","alifisol","ramona","sandy loam",-119.616133,36.7092261,"2002","15",0,15,15,0,1,0,7.34,31.48967552,51.17256637,694.2256637,194.2809735,1.05960177,0.047754425,11.88053097,0.125269174,0.399391593,3.860619469,41.59660767,8.075221239,5.194471443,0.657391148,"28","72"
40,2017,"KY","F2","1","KY_F2_1","2017_KY_F2_1","F","9.965","10.059","KY","10/8/17","CD","8:07A","10:10A","58.8","77.8","EGGPLANT","101","24","7","6","0","223","0.5","0","5","0.15","0.495","0.493","9.95","10.203","","",1.435,"KY","KY","Polyculture","Eggplant","alifisol","ramona","sandy loam",-119.616133,36.7092261,"2002","15",0,15,15,0,1,0,7.65,26.04588394,44.81443995,709.2307692,186.8522267,0.897796896,0.083792173,35.17206478,0.130630904,0.474315115,5.418353576,40.67476383,7.375168691,5.192344411,0.673604389,"9","91"
41,2017,"KY","F2","2","KY_F2_2","2017_KY_F2_2","F","9.524","9.905","KY","10/8/17","CD","8:07A","10:10A","58.8","77.8","EGGPLANT","109","1","15","4","2","206","5","0","5","0.15","0.493","0.494","9.458","10.112","","",1.435,"KY","KY","Polyculture","Eggplant","alifisol","ramona","sandy loam",-119.616133,36.7092261,"2002","15",0,15,15,0,1,0,7.99,43.1010568,52.87318362,754.4782034,209.2701453,1.17319683,0.118982827,24.30317041,0.140227873,0.419940555,4.871202114,60.50198151,24.58388375,5.622945611,0.757382712,"",""
42,2017,"KY","F2","3","KY_F2_3","2017_KY_F2_3","F","10.372","10.043","KY","10/8/17","CD","8:07A","10:10A","58.8","77.8","EGGPLANT","97","13","3","13","1","253","0.5","0","50","0.3","0.496","0.498","10.045","10.067","","",1.435,"KY","KY","Polyculture","Eggplant","alifisol","ramona","sandy loam",-119.616133,36.7092261,"2002","15",0,15,15,0,1,0,6.28,24.86244842,63.1568088,686.3342503,177.3865199,1.62758597,0.054889959,18.50756534,0.135209766,0.43860729,4.085281981,37.99518569,11.75378267,6.266605485,0.850685274,"34","66"
43,2017,"KY","N1","1","KY_N1_1","2017_KY_N1_1","N","10.019","10.022","KY","10/8/17","CD","8:07A","10:10A","58.8","77.8","EGGPLANT","106","1","6","0","0","186","0.5","0","5","0","0.498","0.494","10.108","10.07","","",1.49,"KY","KY","Polyculture","Eggplant","alifisol","ramona","sandy loam",-119.616133,36.7092261,"2002","15",0,15,15,0,1,0,7.7,32.29901269,49.82722144,827.9372355,217.7856135,1.211149506,0.107923131,6.752468265,0.120398449,0.378071227,3.903385049,44.27009873,10.15867419,6.052249507,0.747283581,"20","80"
44,2017,"KY","N1","2","KY_N1_2","2017_KY_N1_2","N","9.983","10.12","KY","10/8/17","CD","8:07A","10:10A","58.8","77.8","BITTERMELON","193","56","70","50","3","290","0.5","0","5","0","0.496","0.497","9.915","10.266","","",1.49,"KY","KY","Polyculture","Eggplant","alifisol","ramona","sandy loam",-119.616133,36.7092261,"2002","15",0,15,15,0,1,0,7.76,34.74420191,47.01909959,714.5327422,173.3901774,1.026954297,0.085753752,5.856070941,0.114324693,0.318523192,4.522510232,34.02796726,8.342428377,5.114148124,0.679082902,"",""
45,2017,"KY","N1","3","KY_N1_3","2017_KY_N1_3","N","9.891","9.933","KY","10/8/17","CD","8:07A","10:10A","58.8","77.8","BITTERMELON","193","46","50","15","0","300","0.5","0","5","0","0.499","0.498","9.923","10.135","","",1.49,"KY","KY","Polyculture","Eggplant","alifisol","ramona","sandy loam",-119.616133,36.7092261,"2002","15",0,15,15,0,1,0,7.56,41.23666667,42.46666667,786.47,202.4333333,1.375726667,0.106976667,6.76,0.124863333,0.358523333,3.141986667,43.41,9.5,5.700250018,0.837909294,"61","39"
46,2017,"KY","N2","1","KY_N2_1","2017_KY_N2_1","N","10.272","10.143","KY","10/8/17","CD","8:07A","10:10A","58.8","77.8","BITTERMELON","250","144","50","54","0","350","5","0","5","0","0.499","0.496","10.165","9.931","","",1.49,"KY","KY","Polyculture","Eggplant","alifisol","ramona","sandy loam",-119.616133,36.7092261,"2002","15",0,15,15,0,1,0,6.91,15.99131693,41.61360347,670.8429812,199.6382055,1.248726483,0.055151954,9.924023155,0.097319103,0.302738784,3.740955137,46.14688857,12.1382055,5.097022293,0.733209927,"96","4"
