"OTU","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU3019","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU3020","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Agaricus","Agaricus pseudolutosus"
"OTU3021","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Biscogniauxia","Biscogniauxia mediterranea"
"OTU3022","Fungi","Ascomycota","Sordariomycetes","Xylariales","Sporocadaceae","Adisciso","Adisciso tricellulare"
"OTU3023","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU3024","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Achroiostachys",NA
"OTU3025","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU3026","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales",NA,NA,NA
"OTU3027","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU3028","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3029","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU3031","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU3032","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU3034","Fungi","Ascomycota","Arthoniomycetes","Arthoniales",NA,NA,NA
"OTU3035","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3036","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","Serendipita",NA
"OTU3037","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU3038","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3039","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3040","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,NA,NA
"OTU3041","Fungi","Ascomycota","Sordariomycetes","Microascales","Sphaeronaemella","Sphaeronaemella fimicola",NA
"OTU3042","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum",NA
"OTU3043","Viridiplantae","Chlorophyta","Desmococcus","Desmococcus olivaceus",NA,NA,NA
"OTU3044","Fungi","Mucoromycota","Endogonomycetes","Endogonales",NA,NA,NA
"OTU3045","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales",NA,NA,NA
"OTU3046","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Angulomycetaceae","Angulomyces","Angulomyces argentinensis"
"OTU3047","Metazoa","Annelida",NA,NA,NA,NA,NA
"OTU3048","Fungi","Ascomycota","Sordariomycetes","Xylariales","Sporocadaceae","Adisciso","Adisciso tricellulare"
"OTU3049","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU3050","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Wickerhamomyces",NA
"OTU3051","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3052","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU3053","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3054","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3055","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU3056","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU3057","Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Scolecobasidium","Scolecobasidium terreum"
"OTU3058","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3059","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Westerdykella","Westerdykella dispersa"
"OTU3060","Viridiplantae","Anthophyta","Monocotyledonae","Poales","Poaceae","Cymbopogon","Cymbopogon citratus"
"OTU3061","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU3062","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3063","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae",NA,NA
"OTU3064","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3065","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3066","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium","Cystobasidium pinicola"
"OTU3067","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA
"OTU3068","Fungi","Basidiomycota","Agaricomycetes","Sebacinales",NA,NA,NA
"OTU3069","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora","Podospora communis"
"OTU3070","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU3071","Fungi","Basidiomycota","Agaricomycetes","Cantharellales",NA,NA,NA
"OTU3072","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3073","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3074","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3075","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU3076","Rhodoplantae","Rhodophyta","Florideophyceae","Batrachospermales",NA,NA,NA
"OTU3077","Viridiplantae","Anthophyta","Eudicotyledonae","Myrtales","Combretaceae","Terminalia","Terminalia catappa"
"OTU3078","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3079","Protista",NA,NA,NA,NA,NA,NA
"OTU3080","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3081","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3082","Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","Olpidium","Olpidium brassicae"
"OTU3083","Fungi","Ascomycota","Pezizomycetes","Pezizales",NA,NA,NA
"OTU3084","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3085","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3086","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3087","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor","Mucor prayagensis"
"OTU3088","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3089","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3090","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius","Marasmius apatelius"
"OTU3091","Fungi","Ascomycota","Lecanoromycetes","Lecanorales",NA,NA,NA
"OTU3092","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3093","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3094","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Entrophospora",NA,NA
"OTU3095","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Torulaspora","Torulaspora delbrueckii"
"OTU3096","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Cunninghamellaceae","Cunninghamella",NA
"OTU3097","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU3098","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU3099","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius",NA
"OTU3101","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Agaricus","Agaricus pilosporus"
"OTU3102","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Rasamsonia","Rasamsonia emersonii"
"OTU3103","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU3104","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA
"OTU3105","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales",NA,NA,NA
"OTU3106","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3108","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora",NA
"OTU3109","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Thermomyces","Thermomyces lanuginosus"
"OTU3110","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3112","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales",NA,NA,NA
"OTU3113","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,NA,NA
"OTU3114","Fungi","Glomeromycota","Glomeromycetes","Glomerales",NA,NA,NA
"OTU3115","Fungi","Ascomycota","Lecanoromycetes","Teloschistales",NA,NA,NA
"OTU3116","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3117","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3118","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae",NA,NA
"OTU3119","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU3120","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Thermomyces","Thermomyces lanuginosus"
"OTU3122","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU3123","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3124","Ichthyosporia","Ichthyosporea","Dermocystida",NA,NA,NA,NA
"OTU3125","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pluteaceae",NA,NA
"OTU3126","Fungi","Chytridiomycota","Lobulomycetes","Lobulomycetales",NA,NA,NA
"OTU3127","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3128","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU3129","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3130","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales",NA,NA,NA
"OTU3132","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3133","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3134","Protista",NA,NA,NA,NA,NA,NA
"OTU3135","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU3136","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU3137","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Wickerhamomyces",NA
"OTU3138","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU3139","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Cladophialophora immunda"
"OTU3141","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Scutellinia",NA
"OTU3142","Fungi","Basidiomycota","Agaricomycetes","Polyporales",NA,NA,NA
"OTU3143","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3144","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU3145","Fungi","Basidiomycota","Agaricomycetes","Atheliales",NA,NA,NA
"OTU3146","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella oligospora"
"OTU3147","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3148","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU3149","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU3151","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3152","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Leucoagaricus","Leucoagaricus cupresseus"
"OTU3153","Fungi","Zoopagomycota","Zoopagomycetes","Zoopagales","Piptocephalidaceae","Syncephalis",NA
"OTU3154","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Tetrapisispora","Tetrapisispora fleetii"
"OTU3155","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU3156","Fungi","Basidiomycota","Pucciniomycetes","Platygloeales","Eocronartiaceae","Eocronartium",NA
"OTU3157","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3159","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU3160","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"OTU3161","Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales",NA,NA,NA
"OTU3162","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma dimennae"
"OTU3163","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3164","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales","Blastocladiaceae","Allomyces","Allomyces arbusculus"
"OTU3166","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU3167","Viridiplantae","Anthophyta","Monocotyledonae",NA,NA,NA,NA
"OTU3168","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU3169","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3171","Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales",NA,NA,NA
"OTU3172","Fungi",NA,NA,NA,NA,NA,NA
"OTU3173","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3175","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU3176","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA
"OTU3177","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3178","Fungi","Basidiomycota","Microbotryomycetes",NA,NA,NA,NA
"OTU3179","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3180","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Saturnispora",NA
"OTU3181","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU3182","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Corynesporascaceae","Corynespora","Corynespora cassiicola"
"OTU3183","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3184","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3185","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales","Catenariaceae",NA,NA
"OTU3187","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3188","Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales","Kickxellaceae","Ramicandelaber","Ramicandelaber longisporus"
"OTU3189","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Rhizopodaceae","Rhizopus","Rhizopus arrhizus"
"OTU3190","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pluteaceae","Volvariella",NA
"OTU3191","Fungi","Ascomycota","Eurotiomycetes","Eurotiales",NA,NA,NA
"OTU3192","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3193","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae",NA,NA
"OTU3194","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU3195","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU3196","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Stephanosporaceae","Cristinia","Cristinia rhenana"
"OTU3197","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3198","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3199","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3200","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Rasamsonia","Rasamsonia eburnea"
"OTU3201","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU3202","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3203","Fungi","Mucoromycota","Endogonomycetes","Endogonales",NA,NA,NA
"OTU3205","Fungi","Ascomycota","Sordariomycetes","Sordariales","Conlarium",NA,NA
"OTU3206","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA
"OTU3207","Fungi","Aphelidiomycota","Aphelidiomycetes",NA,NA,NA,NA
"OTU3208","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula kratochvilovae"
"OTU3210","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Harposporium","Harposporium subuliforme"
"OTU3211","Fungi","Zoopagomycota","Zoopagomycetes","Zoopagales","Piptocephalidaceae","Syncephalis",NA
"OTU3212","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU3213","Fungi","Glomeromycota","Glomeromycetes","Glomerales",NA,NA,NA
"OTU3214","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Rhizophlyctidaceae","Rhizophlyctis",NA
"OTU3215","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU3216","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU3217","Metazoa","Annelida",NA,NA,NA,NA,NA
"OTU3218","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3219","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Neofusicoccum","Neofusicoccum parvum"
"OTU3220","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"OTU3221","Fungi","Basidiomycota","Agaricomycetes","Thelephorales",NA,NA,NA
"OTU3222","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU3224","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU3225","Fungi",NA,NA,NA,NA,NA,NA
"OTU3226","Fungi","Basidiomycota","Agaricomycetes","Russulales",NA,NA,NA
"OTU3227","Fungi",NA,NA,NA,NA,NA,NA
"OTU3228","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU3229","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU3230","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales",NA,NA,NA
"OTU3231","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3233","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula taiwanensis"
"OTU3234","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU3236","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU3237","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae",NA,NA
"OTU3238","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum kotlabae"
"OTU3240","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU3241","",NA,NA,NA,NA,NA,NA
"OTU3243","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU3244","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales",NA,NA,NA
"OTU3245","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3246","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae",NA,NA
"OTU3248","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU3249","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Ustilago",NA
"OTU3250","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3251","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae",NA,NA
"OTU3253","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU3254","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae",NA,NA
"OTU3255","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Gibellulopsis","Gibellulopsis nigrescens"
"OTU3256","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU3258","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU3260","Fungi","Basidiomycota","Agaricomycetes","Cantharellales",NA,NA,NA
"OTU3261","Fungi","Glomeromycota",NA,NA,NA,NA,NA
"OTU3262","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Lichtheimiaceae","Circinella","Circinella mucoroides"
"OTU3263","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales",NA,NA,NA
"OTU3264","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA
"OTU3265","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU3266","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Thermomyces","Thermomyces lanuginosus"
"OTU3269","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3270","Fungi","Ascomycota","Eurotiomycetes","Eurotiales",NA,NA,NA
"OTU3271","Protista",NA,NA,NA,NA,NA,NA
"OTU3272","Fungi","Mortierellomycota",NA,NA,NA,NA,NA
"OTU3273","Fungi","Basidiomycota","Agaricomycetes","Russulales",NA,NA,NA
"OTU3274","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU3275","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3276","Fungi","Basidiomycota","Microbotryomycetes",NA,NA,NA,NA
"OTU3277","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Cryptococcus",NA
"OTU3278","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae",NA,NA
"OTU3279","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Westerdykella","Westerdykella centenaria"
"OTU3280","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU3282","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae",NA,NA
"OTU3283","Protista",NA,NA,NA,NA,NA,NA
"OTU3285","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella epigama"
"OTU3286","Fungi","Basidiomycota","Microbotryomycetes",NA,NA,NA,NA
"OTU3288","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3289","Rhodoplantae","Rhodophyta","Florideophyceae","Batrachospermales",NA,NA,NA
"OTU3290","Fungi","Ascomycota","Sordariomycetes","Coniochaetales",NA,NA,NA
"OTU3291","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU3292","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU3293","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales",NA,NA,NA
"OTU3295","Fungi","Ascomycota","Dothideomycetes","Asterinales",NA,NA,NA
"OTU3296","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Syncephalastraceae","Syncephalastrum",NA
"OTU3297","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales","Catenariaceae",NA,NA
"OTU3298","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium","Scytalidium lignicola"
"OTU3299","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU3300","Metazoa","Porifera","Calcarea","Clathrinida",NA,NA,NA
"OTU3301","Stramenopila","Oomycota","Oomycetes","Peronosporales",NA,NA,NA
"OTU3302","Fungi","Ascomycota","Sordariomycetes","Sordariales","Helminthosphaeriaceae","Spadicoides",NA
"OTU3304","Fungi","Glomeromycota","Paraglomeromycetes",NA,NA,NA,NA
"OTU3305","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3307","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Amauroascus","Amauroascus mutatus"
"OTU3308","Fungi","Ascomycota","Lecanoromycetes","Lecanorales",NA,NA,NA
"OTU3309","Viridiplantae","Anthophyta","Eudicotyledonae","Asterales","Asteraceae","Erigeron","Erigeron annuus"
"OTU3310","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora",NA
"OTU3311","Fungi","Aphelidiomycota","Aphelidiomycetes",NA,NA,NA,NA
"OTU3312","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Acremonium","Acremonium alternatum",NA
"OTU3313","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3314","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3315","Fungi","Mucoromycota","Umbelopsidomycetes",NA,NA,NA,NA
"OTU3316","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3317","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU3318","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3319","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Nemania",NA
"OTU3320","Stramenopila","Oomycota","Oomycetes","Peronosporales",NA,NA,NA
"OTU3321","Viridiplantae","Marchantiophyta","Jungermanniopsida","Porellales",NA,NA,NA
"OTU3322","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces luteus"
"OTU3323","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales",NA,NA,NA
"OTU3324","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora scrobiculata"
"OTU3325","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Lichtheimiaceae","Lichtheimia","Lichtheimia corymbifera"
"OTU3326","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU3327","Metazoa","Cnidaria","Anthozoa","Ceriantharia",NA,NA,NA
"OTU3328","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae",NA,NA
"OTU3329","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Diehliomyces","Diehliomyces microsporus"
"OTU3330","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae",NA,NA
"OTU3331","Fungi",NA,NA,NA,NA,NA,NA
"OTU3332","Protista",NA,NA,NA,NA,NA,NA
"OTU3333","Viridiplantae","Anthophyta","Eudicotyledonae","Fabales",NA,NA,NA
"OTU3334","Viridiplantae","Anthophyta","Eudicotyledonae","Solanales","Solanaceae","Solanum","Solanum inaequiradians"
"OTU3335","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella polycephala"
"OTU3336","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3337","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU3339","",NA,NA,NA,NA,NA,NA
"OTU3340","Fungi","Calcarisporiellomycota","Calcarisporiellomycetes","Calcarisporiellales",NA,NA,NA
"OTU3341","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
